,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
1073301,2761166,Ocean Fruit Water - Peach Passion 300ML enriched with vitamins & glucose| Pack of 36,,"Ocean Fruit Drink - Peach and Passion is the optimal blend of water, fruit juice, glucose, electrolytes and vitamins. it is that rare combination of a drink thatÕs good for you and tastes great too. the glucose and vitamins help release energy, the refreshing fruit flavour makes you drink more liquids than plain water, while the other great ingredients rehydrate and renew your body to help you sail through your day. ingredients (as per label) : water, reconstituted apple juice from concentrate (11%), sugar, glucose, minerals ( e 329, e 508), acidity regulator (e 330, e 331), permitted class ii preservative (e 202), vitamins (b3, b5 & b7).",0,629.9212592
1568163,1156840,STD ISD PCO - Nutcase Designer iPhone 5s Case Cover,"[WE ALL ARE A NUTCASE - Nutcase designer cases & covers celebrates the insanity in all of us-the spirit that makes us unique. Nutcase designer cases protect your premium phone & also reflect your attitude,High quality thermal printing technology ensuring long life of the print quality. Design is printed all over the case ,including the sides.,Slim fit , impact resistance case fits perfectly on your premium phone & shows off the slim profile of your device. Access to all ports, controls & sensors,Designed by PG M,Return Policy: 6 Months on manufacturing defects and print warranty]","Here’s a case that reflects your personality. Get your iPhone 5 / 5s a Nutcase , cases conceptualized & designed by top national and international artists. The cases are high in quality, sleek with premium soft matt finish.",12064,499.99999949
1029986,140730,The Dual-Earner Marriage: The Elaborate Balancing Act,,,85,575.0
1377323,2836083,Appear BT-Receiver Car Wireless Bluetooth Receiver Adapter 3.5mm Aux Audio Stereo Music Home Hands Free Car Kit Device Black,"[Make any speaker wireless or car Bluetooth device for music,Converts speakers into Bluetooth speakers,Allows you to play songs to your speakers directly from your phone,Easy to operate:- Simply connect your speaker with our device,immediately transform your speakers into a fashionable Wireless Speaker!!]",Bluetooth device you can make any speaker including your car home or even your computer speakers wireless. It will enable you to play Music directly from your phone to your speakers with high quality sound through your phone's Bluetooth. You do not have to throw away your old speakers just invest in this adapter and your old speakers will be bluetooth compatible,2060,118.1102361
1073435,2961470,Sfprintz Back Cover for Smoke Translucent Shock Proof Smooth Rubberized Matte Hard Back Case Vivo Y20 / Y20a / Y20g / Y20i / Y20t / Y12g / Y12s (Black),"[Anti-Fingerprint & Exquisite Frosted Back】The back panel is made from a matte non-glossy material, making it more anti-scratch, anti-slip, anti-yellow and anti- Stain, always keep clean and looks pretty, excellent workmanship,The translucent back section ensures.,【Liquid Silicone Material】This liquid silicone Phone Case , it is made of environmentally friendly materials like the phone silicone case. Smooth touch and Anti-Fingerprints, effectively cushioning the impact of falling phone.,【Compatible with Phone 】The slim Phone case perfectly fits Phone with precision cutouts for all buttons and ports. Fits snugly over the volume buttons, side button, and curves of the phone.]","Quality Materials Provide Protection: The Smoke case is made up of a soft TPU frame and a rigid hard acrylic back that provides good shock, drop protection and scratch resistance. A slightly raised border and camera aperture protects the phone's screen and camera from damage. Heavy Duty : PC Matte Back baord, Anti Fingerprint, Good Feel - Enhances the look of your smartphone while guarding against scratches and other damage Sensitive Responsive Buttons: Equipped with independent buttons, Stylish Contrasted Color Design, making them feel sensitive when pressed, with a definite tactile feedback.Delicate when it touches skin: Skin-friendly feel with an excellent grip Support Wireless Charging and lifetime Warranty: You can enjoy wireless charging without removing the case. We provide replacement and exchange service if any unsatisfied user experience",12556,393.700787
619987,2344461,Monash Unbreakable Air Tight Plastic Container For Kitchen Food | Cereals | Snacks | Rice | Dal | Tea | Sugar Storage Matka Shaped Jar With Black Color Lid -Set of 2 (2),"[Made in India from BPA free Certified Food Grade Material. Stackable , Space Saving Containers, Unbreakable , Shatterproof,100% Airtight Containers with Stylish Grey color lids. airtight Container set for kitchen Food stoarge This container set includes 3 Containers with a storage capacity of 800 Ml. Size: 800 Ml -12x11x11 CM. Colour: Black,These Durable containers have been specially designed to MINIMIZE SPACE and will easily fit into your refrigerator, freezer or cupboard which enables you to get the kitchen organized and frees up space in the pantry.,You can store crafts, office supplies, and toys for kids, baby products and more to fit a variety of home storage and organization needs.,Recommended as pulses, cereals, tea coffee, dry fruits containers, sugar storage containers Perfect for Organizing your Kitchen, Modular & Stackable by Design and specially suited materials to give you longer than average life-span.]","<p>Air Tight Storage Containers are designed for long lasting product lifecycle.</p><p>&nbsp;★★ Storage containers are just what your kitchen needs to look more organized and smart.</p><p>★★ This range of containers caters to all your needs and requirements.</p><p>★★ Airtight storage system will always keep your food dry and fresh.</p><p>★★ The containers themselves are intelligently designed to be clear, so that you can see what the contents are.</p><p>★★ This may sound simple, but it's not; it's a real lifesaver for those who are trying to organize their pantry.</p><p>★★ With this set of amazing plastic containers, you can safely store away your food without worrying about insects, rats or other pests.</p><p>★★ They are usable for cereal, snacks, flour, nuts, sugar, coffee, tea, dry pet food, or anything else you may need to store -These Durable containers have been specially designed to minimize space and will easily fit into your refrigerator, freezer or cupboard which enables you to get the kitchen organized and frees up space in the pantry.&nbsp;<br><br>★★ Perfect Matka Shape Designer Containers to store Spices, Masalas, Dry Fruits, Rice, Wheat, etc.</p>",1252,472.4409444
659942,2567957,"Noori Rug Vintage Distressed Overdyed Aquanett Blue/Charcoal Rug, 8'11 x 11'9","[Rug Size: 8'11 x 11'9,Durable Hand-Knotted Construction,Made of 100% Premium Wool,Crafted in Pakistan]",,1636,14100.0
1861141,2939762,Ratnavali Jewels 18k Gold Plated Traditional Brass White Pink Mint Oval American Diamond Bangles for Women/Girls,"[PACKAGE CONTENT: 1 Pair Of Bangle. Please Check Size Chart Before Ordering,STONE: Swiss Star cut Cubic Zirconia/American Diamond Stone,POLISH: High Blend Gold Polish For Longer Shine and Durability,MAKING: Inside of the bangle is Buff Properly to make sure there is no cut or unfinished part for Easy Wear and Removal,BRAND: Ratnavali Jewels is a well known brand across fashion jewelry sector. Ratnavali Jewels products are preferred by many Designers, Stars and Celebrities. Ratnavali Jewels fashion jewelry believes in making beauty and fashion a part of everybody's life.]","Designer and trendy Solitaire Gold Rose Gold and Silver Polish looking bangle from the house of Ratnavali jewels, perfect for all occassions. It's graceful designs compliments with ethnic/western/ indowestern outfit. The Diamond looks totally like real Solitaires and gives a very good lusture with shine. Bangles inner side is nicely cut and polished so you dont get any rashes cuts in hand. Available in size 2.2 2.4, 2.6, 2.8, 2.10. ; Please note the Bangle Size is 2.2 is smallest White 2.11 is the largest size. Please look at size chart before ordering",12436,240.0
85978,2285912,Dilli Darbaar + Musafir Cafe + UP 65 ( Set Of 03 Books ),,"Dilli Darbaar : दिल्ली दरबार छोटे शहरों के युवाओं के दिल्ली प्रवास, प्रेम, प्रयास और परेशानियों की एक प्रहसनात्मक कहानी है। यह लापरवाह इश्क से जिम्मेदार प्रेम की परिणति तक की एक खुशहाल यात्रा है। यह कहानी दरअसल उन लाखों युवाओं के जीवनशैली की भी है जो बेहतर जिंदगी और भविष्य की संभावनाओं के लिए दिल्ली जैसे महानगर का रास्ता लेते हैं। मनोरंजक ढंग से कही गई इस कहानी के केंद्र में टेक्नो गीक 'राहुल मिश्रा' है; जिसका मंत्र है 'सफलता का हमेशा एक छोटा रास्ता है' और विडंबना यह है कि वह इस बात को अपने ही सनकी तरीके से सही साबित भी करता जाता है।कहानी परिधि की भी है जो पूर्वी दिल्ली की एक ठेठ लड़की है और राहुल को लेकर भविष्य तलाश रही है। Musafir Cafe : हम सभी की जिंदगी में एक लिस्ट होती है। हमारे सपनों की लिस्ट, छोटी-मोटी खुशियों की लिस्ट। सुधा की जिंदगी में भी एक ऐसी ही लिस्ट थी। हम सभी अपनी सपनों की लिस्ट को पूरा करते-करते लाइफ गुज़ार देते हैं। जब सुधा अपनी लिस्ट पूरी करते हुए लाइफ़ की तरफ़ पहुँच रही थी तब तक चंदर 30 साल का होने तक वो सबकुछ कर चुका था जो कर लेना चाहिए था। तीन बार प्यार कर चुका था, एक बार वो सच्चा वाला, एक बार टाइम पास वाला और एक बार लिव-इन वाला। वो एक पर्फेक्ट लाइफ चाहता था। UP 65: समकालीन परिवेश में बुनी कथा एक इंजीनियर के इश्क़, शिक्षा-व्यवस्था से उसके मोहभंग और अपनी राह ख़ुद बनाने का ताना-बाना बुनती है। यह हिंदी में बिलकुल नये तेवर का उपन्यास है, जो आपको अपनी ज़िंदगी के सबसे सुंदर सालों में वापस ले जाएगा, आपको आपके भीतर के बनारस से मिलाएगा। इस उम्मीद में कि बनारस हम सबके भीतर बना रहे, हम अलमस्त, औघड़ रहें और बे-इंतहा हँस सकें।",99,905.5118101
1811519,1901802,HOMLEX Foaming Soap Dispenser (2 Pack) Soap Foam Dispenser (13.5 oz) PET Plastic Soap Dispenser Foam Pump Bottle- Refillable and Eco Friendly,"[EASY TO USE- Foaming Soap Dispenser Primarily used with Castile soap, then add clear water for a nice foam effect to enhance your hand-washing time.,WASTE LESS- Foam soap dispensr use less soap liquid and some cheaper water to save soap liquid to reduce soap waste.,NATURAL & BPA FREE- Our Hand foam soap dispensers are made of PET plastic and are completely BPA free, meaning no harmful chemicals or toxins.,Square and stand stable- Our soap dispenser pump bottles is square and stand stable to avoid dropping off or turnover.,SATISFACTION GUARANTEE– We're confident in our foaming soap dispensers, so if you aren’t happy with your purchase, just return them back to us for a prompt and full refund]",,1683,690.0
